scenario_id,method,violation_type,source,difficulty,exec,trig,rem,c_road,c_env,c_role,c_lane,c_action,c_auto,c_noctrl,c_context,ms
NHTSA_FTY_0266,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0267,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0268,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0269,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0270,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0271,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0272,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0273,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0274,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0275,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0276,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0277,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0278,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0279,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0280,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0281,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0282,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0283,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0284,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0285,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0286,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0287,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0288,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0289,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0290,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0291,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0292,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0293,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0294,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0295,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0296,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0297,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0298,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0299,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0300,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0301,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0302,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0303,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0304,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0305,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0306,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0307,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0308,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0309,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0310,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0311,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0312,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0313,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0314,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0315,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0316,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,1,0.8400000000000001
NHTSA_FTY_0317,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0318,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0319,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0320,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0321,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0322,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0323,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0324,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0325,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0326,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0327,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0328,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0329,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0330,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0331,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0332,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0333,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0334,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0335,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0336,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0337,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0338,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0339,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0340,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0341,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0342,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0343,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0344,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0345,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0346,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0347,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0348,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0349,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0350,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0351,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0352,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0353,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0354,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0355,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0356,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0357,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0358,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0359,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0360,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0361,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0362,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0363,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0364,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0365,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0366,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0367,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0368,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0369,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0370,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,0,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0371,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0372,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0373,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0374,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0375,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0376,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0377,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0378,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0379,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0380,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0381,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0382,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0383,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0384,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0385,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0386,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0387,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,0,0.9600000000000001
NHTSA_FTY_0388,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0389,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0390,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0391,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0392,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0393,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0394,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0395,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0396,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0397,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0398,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0399,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0400,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0401,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0402,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0403,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0404,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0405,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0406,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0407,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,0,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0408,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0409,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0410,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0411,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0412,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0413,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0414,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0415,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0416,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,0,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0417,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0418,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0419,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0420,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0421,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0422,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0423,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0424,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0425,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0426,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0427,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0428,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0429,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0430,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0431,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,1,0.8400000000000001
NHTSA_FTY_0432,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0433,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0434,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0435,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0436,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0437,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0438,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0439,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0440,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0441,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0442,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0443,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0444,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0445,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,0,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0446,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0447,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0448,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0449,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0450,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0451,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0452,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0453,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0454,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0455,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0456,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0457,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0458,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0459,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0460,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,0,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0461,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0462,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0463,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0464,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0465,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0466,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0467,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0468,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0469,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0470,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0471,RKGRScen,Failure to yield,NHTSA-derived,coarse,0,0,1,,,,,,,,,
NHTSA_FTY_0472,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0473,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0474,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,0,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0475,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0476,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0477,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0478,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0479,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0480,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
NHTSA_FTY_0481,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0482,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,0,1,1,1,0,1,1,1,1,0,0.8
NHTSA_FTY_0483,RKGRScen,Failure to yield,NHTSA-derived,coarse,1,1,1,1,1,1,1,1,1,1,1,1
