batch,scenario_id,violation_type,source,difficulty,pre_execution_abort,attempted,post_attempt_execution_failure,exec,trig,rem,c_road,c_env,c_role,c_lane,c_action,c_auto,c_noctrl,c_context,ms
1,NHTSA_FSD_0081,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0209,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0180,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0038,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0215,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_FSD_0252,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0273,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0054,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0123,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_FSD_0164,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0100,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0189,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0075,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_FSD_0268,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_FSD_0130,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0039,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0035,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
1,SYNTH_FSD_0018,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0081,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0138,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0012,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0052,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0071,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0153,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0270,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0186,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_FSD_0003,Failure to maintain safe following distance,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0093,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0154,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0148,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_FSD_0063,Failure to maintain safe following distance,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0033,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0051,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.12
1,NHTSA_WWD_0015,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
1,SYNTH_WWD_0058,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0046,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.22
1,NHTSA_WWD_0077,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0073,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0021,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0034,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0040,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0038,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0059,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.12
1,NHTSA_WWD_0069,Wrong-way driving,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_WWD_0040,Wrong-way driving,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,SYNTH_WWD_0018,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0048,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0052,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0029,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0005,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0045,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0050,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0060,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0080,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.12
1,SYNTH_WWD_0019,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0026,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0039,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0031,Wrong-way driving,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_WWD_0070,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0006,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0031,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0.8200000000000001
1,SYNTH_WWD_0055,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
1,NHTSA_WWD_0047,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0047,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0017,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0042,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0041,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0055,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0002,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0082,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0028,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0050,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0076,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
1,NHTSA_WWD_0018,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0019,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,SYNTH_WWD_0011,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0016,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0006,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0014,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0038,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0024,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0046,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0023,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_WWD_0022,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
1,SYNTH_WWD_0027,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0062,Wrong-way driving,NHTSA-derived,coarse,0,1,1,0,0,0,,,,,,,,,
1,NHTSA_WWD_0012,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
1,NHTSA_WWD_0051,Wrong-way driving,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_WWD_0058,Wrong-way driving,NHTSA-derived,coarse,1,0,0,0,0,0,,,,,,,,,
1,NHTSA_WWD_0007,Wrong-way driving,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,SYNTH_WWD_0041,Wrong-way driving,synthetic-topology-extension,fine,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.22
1,NHTSA_ILC_0019,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0018,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
1,NHTSA_ILC_0046,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0003,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
1,SYNTH_ILC_0017,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_ILC_0043,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0021,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0012,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0045,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0036,Illegal lane change,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_ILC_0009,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0011,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0009,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0037,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0035,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,SYNTH_ILC_0012,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_ILC_0017,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0034,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,SYNTH_ILC_0001,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
1,NHTSA_ILC_0007,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0029,Illegal lane change,NHTSA-derived,fine,1,0,0,0,0,0,,,,,,,,,
1,SYNTH_ILC_0013,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0028,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0.44
1,NHTSA_ILC_0039,Illegal lane change,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_ILC_0055,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0030,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0010,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0052,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_ILC_0027,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0003,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0006,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0032,Illegal lane change,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,SYNTH_ILC_0016,Illegal lane change,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_ILC_0053,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0002,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0021,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0016,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0022,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0047,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0.26
1,NHTSA_ILC_0014,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0048,Illegal lane change,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_ILC_0008,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0011,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0002,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0041,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0014,Illegal lane change,synthetic-topology-extension,fine,0,1,1,0,0,1,,,,,,,,,
1,SYNTH_ILC_0004,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0026,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0006,Illegal lane change,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_ILC_0015,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0007,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
1,NHTSA_ILC_0042,Illegal lane change,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0031,Illegal lane change,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0005,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0018,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0015,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0019,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0020,Illegal lane change,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_ILC_0008,Illegal lane change,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_ILC_0040,Illegal lane change,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_IOT_0009,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0015,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.12
1,NHTSA_IOT_0033,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0023,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0035,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0005,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0047,Illegal overtaking,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0043,Illegal overtaking,NHTSA-derived,fine,1,0,0,0,0,1,,,,,,,,,
1,NHTSA_IOT_0029,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0044,Illegal overtaking,NHTSA-derived,coarse,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0.44
1,NHTSA_IOT_0034,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0012,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0.26
1,SYNTH_IOT_0014,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0001,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0014,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0022,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0002,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0004,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0030,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0007,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0031,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0008,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0.66
1,NHTSA_IOT_0051,Illegal overtaking,NHTSA-derived,coarse,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_IOT_0025,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0003,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0005,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0010,Illegal overtaking,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_IOT_0049,Illegal overtaking,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0048,Illegal overtaking,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0004,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0006,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0038,Illegal overtaking,NHTSA-derived,fine,1,0,0,0,0,1,,,,,,,,,
1,NHTSA_IOT_0001,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0015,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0037,Illegal overtaking,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_IOT_0042,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0052,Illegal overtaking,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0008,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0012,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_IOT_0003,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0013,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0007,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0019,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0009,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,SYNTH_IOT_0013,Illegal overtaking,synthetic-topology-extension,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_IOT_0024,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0.6
1,NHTSA_IOT_0036,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0046,Illegal overtaking,NHTSA-derived,coarse,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0017,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,SYNTH_IOT_0011,Illegal overtaking,synthetic-topology-extension,fine,1,0,0,0,0,0,,,,,,,,,
1,NHTSA_IOT_0027,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0040,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0.8200000000000001
1,NHTSA_IOT_0028,Illegal overtaking,NHTSA-derived,fine,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0050,Illegal overtaking,NHTSA-derived,coarse,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,NHTSA_IOT_0021,Illegal overtaking,NHTSA-derived,fine,0,1,1,0,0,1,,,,,,,,,
1,NHTSA_IOT_0016,Illegal overtaking,NHTSA-derived,fine,0,1,1,0,0,0,,,,,,,,,
