scenario_id,violation_type,expert1_vt,expert2_vt,expert3_vt,majority_vt,expert1_ab,expert2_ab,expert3_ab,majority_ab,expert1_rr,expert2_rr,expert3_rr,majority_rr
NHTSA_WWD_0037,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0038,Wrong-way driving,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_WWD_0039,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0040,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0041,Wrong-way driving,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_WWD_0042,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,partial,correct,correct
NHTSA_WWD_0043,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0044,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_WWD_0045,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0046,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0047,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0048,Wrong-way driving,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_WWD_0049,Wrong-way driving,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_WWD_0050,Wrong-way driving,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_ILC_0001,Illegal lane change,correct,correct,correct,correct,partial,incorrect,partial,partial,correct,correct,correct,correct
NHTSA_ILC_0002,Illegal lane change,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_ILC_0003,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0004,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0005,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0006,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0007,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0008,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0009,Illegal lane change,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_ILC_0010,Illegal lane change,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_ILC_0011,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0012,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0013,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0014,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0015,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0016,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0017,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0018,Illegal lane change,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0019,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0020,Illegal lane change,incorrect,incorrect,correct,incorrect,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_ILC_0021,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0022,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_ILC_0023,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0024,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,correct,correct,correct
NHTSA_ILC_0025,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0026,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0027,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0028,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0029,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0030,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0031,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_ILC_0032,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,incorrect,incorrect
NHTSA_ILC_0033,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0034,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0035,Illegal lane change,incorrect,incorrect,incorrect,incorrect,partial,partial,partial,partial,partial,partial,partial,partial
NHTSA_ILC_0036,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0037,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,incorrect,incorrect
NHTSA_ILC_0038,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0039,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0040,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0041,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_ILC_0042,Illegal lane change,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_ILC_0043,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0044,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0045,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0046,Illegal lane change,correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0047,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0048,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_ILC_0049,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_ILC_0050,Illegal lane change,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0001,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_IOT_0002,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0003,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0004,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0005,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0006,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0007,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0008,Illegal overtaking,correct,correct,correct,correct,partial,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0009,Illegal overtaking,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_IOT_0010,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0011,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0012,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0013,Illegal overtaking,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_IOT_0014,Illegal overtaking,correct,correct,correct,correct,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct
NHTSA_IOT_0015,Illegal overtaking,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0016,Illegal overtaking,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_IOT_0017,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_IOT_0018,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0019,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0020,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0021,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,incorrect,incorrect
NHTSA_IOT_0022,Illegal overtaking,correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0023,Illegal overtaking,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct,incorrect,incorrect,incorrect,incorrect
NHTSA_IOT_0024,Illegal overtaking,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_IOT_0025,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_IOT_0026,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0027,Illegal overtaking,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0028,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0029,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0030,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0031,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0032,Illegal overtaking,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_IOT_0033,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0034,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_IOT_0035,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0036,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0037,Illegal overtaking,correct,correct,correct,correct,partial,partial,partial,partial,correct,correct,correct,correct
NHTSA_IOT_0038,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0039,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0040,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0041,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0042,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0043,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_IOT_0044,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0045,Illegal overtaking,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct,partial,partial,partial,partial
NHTSA_IOT_0046,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0047,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0048,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0049,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
NHTSA_IOT_0050,Illegal overtaking,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,correct
